Startup Name,Impact Statement,Description,Website,Primary SDG,Additional SDGs,Type of Innovation,Target(s),Indicator(s),Direct / Indirect Impact,Industry,Focus Area,Business Model,Customer,Location of Impact,Circular Value Chain,Maturity (new),Funded,Funding Round,Funding amount ($),Funding category,Last funding date,Country Cat. / Market,Country,City,Founded,Employees,Logo,Deadpooled,Investor,No Tracxn,Orange?,Source,Complete,Checked,Relevance,To Include,Hero,Comments,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Maturity,0.4,0.6,0,Text to no.conversion,Logo,Seeking funding,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,,
chargepoint,electric vehicle charging networks with real-time availability,"chargepoint is the world’s largest network of electric vehicle (ev) charging stations with integrated smartphone technology, allowing customers to easily access updates on availability of nearby charging point and directions to them. chargepoint has built the largest and most open ev charging network in the world with over 33,000 available charging stations. it provides a reliable, accessible and easy-to-use ev charging network that all evs can connect to, regardless of hardware. if charging stations are not yet available in a neighborhood, chargepoint can set up an ev charger based on a single request. the future demands a robust charging network on every continent, giving drivers confidence to purchase electric vehicles. pasquale romano – president and ceo, chargepoint the advanced system lets drivers see station availability in real-time and directs users with gps directions through either the mobile app or a car’s on-board navigation system. why you should care emissions from cars account for around a fifth of all co2 emissions in usa, according to chargepoint. the company provides drivers with the ability to plug in regardless of where they live, work, shop and play. in this way, chargepoint hopes to be part of the solution that increases the number of electric cars on roads by fourteen times over the next ten years. so far chargepoint drivers have saved over 74,000 tons of co2 emissions according to the company.",https://www.chargepoint.com/,SDG 13: Climate Action,,13.4 Decarbonised Transport,,,,,,,,United States of America,Growth,Mature,Yes,Acquired,"529,000,000",N/A,,High income,USA,,2007,711,,,,,,Sustainia,TRUE,FALSE,,FALSE,FALSE,,1,0.66,1,0.796,Mature,,,,0,,,,,,,,,,,,,,,,,,,,,
Charleve Empire,Charleve Empire aims to use sustainable methods of fighting poverty in Africa.,"Poverty is a physical manifestation of underlying mental and psychological faults, attitudes, belief, habits and view towards financial issues and wealth. Charleve Empire aims to use sustainable methods of fighting poverty in Africa.",http://www.charleveempire.wordpress.com/,SDG 1: No Poverty,,,,,,,,,,,,Mature,,,,,,,,,,Unknown,,,,X,,https://1millionstartups.com/search-front.php,FALSE,FALSE,,FALSE,FALSE,,1,0.66,1,0.796,Mature,,,,0,,,,,,,,,,,,,,,,,,,,,
Cherry Green,Services for farm data collection and analytics,"Cherry Green provides services for farm data collection and analytics by using artificial intelligence and machine learning algorithms in analytics. It collects the farm data and performs the analytics in the back-end to supply reports and farm input plans to farmers. The company provides assistance on nutrition management for crops, timing &amp; quantity of fertilizer application, irrigation needs, seed quality etc. Specific solutions for crops are provided by the company.",cherrygreen.ca,SDG 2: Zero Hunger,,2.1 AgTech for Sustainable Farming,,,,,,,,Canada,Go-to-market,Nascent,No,Unfunded,Not Applicable,N/A,,High income,Canada,,2016,1,,,,,,Tracxn,TRUE,FALSE,,FALSE,FALSE,,0.5,0,0,0.2,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
Cheruvu,Services for soil testing and providing a digital platform for nutrient management decision support,"Cheruvu provides services of soil testing through on-field soil sample collection & analysis and subsequently analyzes this data along with data from other sources to provide decision support for nutrient management in farm fields. The company provides a digital platform for disseminating information related to best practices for nutrient management in farm fields and combines the additional data obtained from soil sampling of a farm field to update the listed best practices. The company claims to use machine learning algorithms for analyzing the data. The digital platform has modules for geo-tagged farm mapping, nutrient management, workflow management, and dissemination of updated hyper-local weather information.",http://cheruvu.in/wordpress/,SDG 2: Zero Hunger,,2.2 Digital technologies for Smallholder Farmers,,,,,,,,India,Go-to-market,Nascent,No,Unfunded,Not Applicable,N/A,,Lower middle income,India,,2015,6,,,,,,Impactpreneurs,TRUE,FALSE,,FALSE,FALSE,,0.5,0,0,0.2,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
chirps chips,healthy cookies and chips from cricket flour,"chirps chips uses flour made from crickets to create tortilla-style chip snacks that are nutritious and eco-friendly. using crickets milled into a flour to make tortilla chips, chirps chips’ snacks are healthy and have a low environmental impact. the company’s tortilla chips, called “chirps”, are made of beans, chia seeds, corn, peas and cricket flour, and they come in three flavors: cheddar, barbeque, and sea salt. with this combination of ingredients, the chips are low in fat, high in protein and also contain a number of other nutrients. in the future, the company plans to expand its offerings and normalize cricket-based food as a healthy alternative to meat. crickets are 70% protein, and the flour derived from them is high in calcium and iron. aside from being a healthier flour alternative, producing cricket flour is also better for the planet than meat, as crickets are 12 times more efficient in converting feed to food than cattle. why you should care according to the food and agriculture organisation of the united nations (fao), the livestock sector is responsible for 14.5% of human-induced greenhouse gas emissions . embracing cricket protein is one way to reduce the environmental footprint of the food sector, as insects generate only 1% of the greenhouse gases that livestock produce . chirps chips seeks to spur this shift by normalizing cricket consumption and showcasing insects as a healthy, affordable and sustainable solution.",https://eatchirps.com/,SDG 2: Zero Hunger,,2.4 New Protein Sources,,,,,,,,United States of America,Unknown,Nascent,Yes,Seed,"390,000",N/A,,High income,USA,,2014,8,,,,,,Sustainia,TRUE,FALSE,,FALSE,FALSE,,0.5,0,0,0.2,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
Chooose,Cryptocurrency backed by CO2 emission permits,ChoooseCoin is a cryptocurrency backed by CO2 emission permits. The platform tokenizes the carbon cuts and enables companies and people to monetize their CO2 cuts. Users are rewarded for their climate positive efforts. The platform offers carbon neutrality by buying and deleting CO2 emission quotas. Multiple plans are available on the platform based on different carbon cuts.,https://chooose.today/,SDG 13: Climate Action,,13.9 Mitigation Enablers,,,,,,,,Global,Go-to-market,Nascent,Yes,Seed,"4,000,000",N/A,,High income,Norway,,2017,25,,,,,,,TRUE,FALSE,,FALSE,FALSE,,0.5,0,0.5,0.2,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
CosmEthics Oy,"The mission of CosmEthics is to promote cosmetic ingredient awareness, and help consumers make safe and suitable product choices.",,http://www.cosmethics.com/,SDG 12: Responsible Consumption and Production,,Brand,,,,Fashion,,Lean Service Models,B2B; B2C,Developed Markets,Product use,Nascent,Yes,Seed,"1,077,555",,,,Finland,Helsinki,2013,4,,,,,,Tracxn,TRUE,FALSE,,TRUE,FALSE,,0.5,0,0,0.2,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
Chromafora,Offering a piece in the puzzle to enable a more sustainable handling of waste streams - Selective heavy metal separation; will result in less waste needed to be landfilled - Possibility to reenter the separated heavy metals to life cycle - Purified waste streams become raw material that can be reused - Enable cost savings,"Chromafora offers a tailored technology, SELMEXT™ (Selective Metal Extraction), to handle waste solution streams, like industrial waste water and AMD (Acid Mine Drainage) streams with the help of phosphines which is an energy efficient method. This may also include separation of metals from solid material into solution. The metals most commonly found in water solutions, such as calcium, potassium and sodium are not extracted. They have developed recycling process of phosphine which is a economically viable solution for this process. ",https://www.chromafora.com,SDG 6: Clean Water and Sanitation,#12,,,,,Energy & Materials,Resource recovery,The Circular Economy,B2B,Developed Markets; Emerging Markets; Frontier Markets,,Nascent,Yes,Undisclosed,Undisclosed,,,,Sweden,Solna,2008,7,,,,,,,TRUE,FALSE,,FALSE,FALSE,,1,0,0,0.4,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
Chromaway,simplifying smart and secure land registry and exchange,"delivering next-generation technology, chromaway uses blockchain to make real estate transactions more transparent and efficient. in 2016, lantmäteriet, kairos future, telia company, and chromaway decided to investigate how blockchain and smart contracts could be used for real estate transactions, evaluating the technology from a legal, business, and it perspective. utilising a distributed ledger and straightforward app, the solution enables transparent access to land ownership data. the product provides traditional land registration features in a more intelligent, transparent, resilient, and secure way with the use of smart contracts to execute transactions. the focus is now on building global capacity for blockchain-based land registration and exchanges. this solution was featured in unchaining land rights market of the 2018 global opportunity report , and was selected based on the criteria of that report.",https://chromaway.com/,SDG 1: No Poverty,,1.2 Digital Records that Empower the World's Poor,,,,,,,,Global,Unknown,Nascent,Yes,Series A,"13,325,740",<1M,,High income,Sweden,,2014,31,,,,,,PositiveBlockchain,TRUE,FALSE,,FALSE,FALSE,,0.5,0.33,0.5,0.398,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
HOMER Energy,Being nexus for microgrid market.,"HOMER Energy LLC is the world’s leading microgrid modeling software company. The HOMER (Hybrid Optimization of Multiple Energy Resources) microgrid software navigates the complexities of building cost effective and reliable microgrids that combine traditionally generated and renewable power, storage, and load management. With over 120,000 users in 193 countries, HOMER is the established global leader for microgrid design optimization and feasibility, and HOMER Energy is a nexus for the microgrid market.",http://www.homerenergy.com/,SDG 7: Affordable and Clean Energy,,7.4 Energy Enablers,,,,,,,,United States of America,Unknown,Emerging,,,,N/A,,High income,USA,,2014,16,,,,,,ImpactSpace,FALSE,FALSE,,FALSE,FALSE,,0.5,0.66,0.5,0.596,Emerging,,,,0,,,,,,,,,,,,,,,,,,,,,
Cielo WiGle,Solution for remotely monitoring and controlling ACs,Cielo Wigle develops connected solutions that can be used for remotely monitoring and controlling ACs. The products offered by the company include Breez which is a plug-and-play device that connects to the home WiFi and controls the AC using IR signals and Breezi which is a WiFi enabled controller that can be used by OEMs for developing smart ACs. The company also developed a mobile app that allows the user to automate the AC functionalities and remotely control the AC.,cielowigle.com,SDG 9: Industry Innovation and Infrastructure,,9.2 Advanced technologies for sustainable industry,,,,,,,,United States,Growth,Nascent,Yes,Series A,"750,000",<1M,,High income,USA,,2014,38,,,,,,Tracxn,TRUE,FALSE,,FALSE,FALSE,,0.5,0.33,0.5,0.398,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
Circles,a decentralised Universal Basic Income platform based on personal cryptocurrencies.,a decentralised Universal Basic Income platform based on personal cryptocurrencies.,https://joincircles.net/,SDG 1: No Poverty,,1.1 Mobile connectivity for financial inclusion,,,,,,,,Global,Unknown,Nascent,No,Unfunded,Not Applicable,N/A,,Unknown,Netherlands,,2015,1,,,,,,PositiveBlockchain,TRUE,FALSE,,FALSE,FALSE,,0.5,0,0,0.2,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
Circularise,Blockchain-based solution to trace raw materials,Circularise develops a blockchain‑based communication protocol called “smart questioning” to promote value chain transparency without public disclosure of datasets or supply chain partners.,circularise.com,SDG 9: Industry Innovation and Infrastructure,,9.1 Innovative Logistics,,,,,,,,Netherlands,Growth,Nascent,Yes,Undisclosed,Undisclosed,N/A,,High income,Netherlands,,2016,9,,,,,,Dutch Database,TRUE,FALSE,,FALSE,FALSE,,0.5,0,0,0.2,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
Citisense,"Citisense develops and operates digital solutions, with a particular focus on promoting and supporting dialogue, debate and hearings. We create solutions on all scales for both public and private clients.","Develops and operates digital solutions, with a particular focus on promoting and supporting dialogue, debate and hearings, creates solutions on all scales for both public and private clients",http://citisense.dk,SDG 10: Reduced Inequalities,#09#17,,,,,Cities,Building resilient cities,,B2B,Developed Markets,,Nascent,No,Unfunded,Not Applicable,,,,Denmark,Risskov,2011,1,,,,,,,TRUE,FALSE,,FALSE,FALSE,,0.5,0,0,0.2,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
Honduras Renewable Energy Financing Facility (H-REFF),VC Investment Fund for clean efficient energy,Honduras Renewable Energy Financing Facility (H REFF) is a venture capital investment fund for the financing of clean energy and energy efficiency projects and companies.The purpose of H REFF is to contribute to the mitigation of the problem of climate change by means of more electricity generation plants with renewable sources and also by the efficient use of electric energy.H REFF evaluates investment opportunities in small and medium sized projects and companies in the Central American region and participates with risk financing which complements the promoters' contribution and bank financing.H REFF does not offer senior loans (as do commercial and development banks) but rather participates in the equity structure of projects and companies mainly.,http://www.h-reff.com/,SDG 7: Affordable and Clean Energy,,7.4 Energy Enablers,,,,,,,,Latin America and the Caribbean,Unknown,Emerging,,,,N/A,,Unknown,,,2014,Unknown,,,,,,ImpactSpace,FALSE,FALSE,,FALSE,FALSE,,0.5,0.66,1,0.596,Emerging,,,,0,,,,,,,,,,,,,,,,,,,,,
Civic,a blockchain identity-verification technology giving businesses and individuals the tools to control and protect identities,a blockchain identity-verification technology giving businesses and individuals the tools to control and protect identities,https://www.civic.com/,SDG 1: No Poverty,,1.2 Digital Records that Empower the World's Poor,,,,,,,,United States of America,Prototype,Nascent,Yes,Seed,"35,800,000",1-3M,,High income,USA,,2017,21,,,,,,PositiveBlockchain,TRUE,FALSE,,FALSE,FALSE,,0.5,0,0.5,0.2,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
Civic Ledger,Blockchain for public sector,"Civic-focused blockchain company making it easier, faster, more secure and transparent for people to transact with government",http://www.civicledger.com,SDG 16: Peace Justice and Strong Institutions,,16.4 Civic tech platforms,,,,,,,,Emerging,Unknown,Nascent,Yes,Seed,"696,820",N/A,,High income,Australia,,2016,7,,,,,,PositiveBlockchain,TRUE,FALSE,,FALSE,FALSE,,0.5,0,0,0.2,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
Five AI,Leverages artificial intelligence (AI) and machine learning to build navigation systems to power autonomous cars,,https://five.ai/,SDG 11: Sustainable Cities and Communities,,n/a,,,Direct,transportation,,,,,,Nascent,Yes,Series B,"78,700,000",,Sep/2017,,United Kingdom,,2015,112,,,,,,Tracxn,TRUE,FALSE,,FALSE,FALSE,,0.5,0.33,1,0.398,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
CiviGuard,Disaster response management solution provider,"CiviGuard is a disaster response management solution provider. It helps citizens to connect with first responders in the case of emergency. Notable features include Evacuation Zone Locator, which helps the first responder to track the location of the citizens. The platform is integrated with social media channels which enables friends and first responders to locate sufferer through their post/tweet.",civiguard.com,SDG 1: No Poverty,,1.3 Disaster risk reduction technologies,,,,,,,,United States of America,Go-to-market,Nascent,No,Unfunded,Not Applicable,N/A,,High income,USA,,2009,1,,,,,,Tracxn,TRUE,FALSE,,FALSE,FALSE,,1,0,0,0.4,Nascent,,,,0,,,,,,,,,,,,,,,,,,,,,
